aid,ts,type,session
1037217,1659305059550,clicks,133
272173,1659305067035,clicks,133
272173,1659305082929,clicks,133
673772,1659305088251,clicks,133
272173,1659305091347,clicks,133
1037217,1659305108238,clicks,133
272173,1659305122123,clicks,133
1037217,1659305363675,clicks,133
393707,1659305583010,clicks,133
1754293,1659305600605,clicks,133
1746212,1659305614131,clicks,133
529009,1659305644296,clicks,133
529009,1659305732154,clicks,133
292844,1659305760735,clicks,133
706562,1659305869915,clicks,133
1746212,1659305903934,clicks,133
529009,1659305929389,clicks,133
510723,1659305955471,clicks,133
30381,1659305999118,clicks,133
30381,1659306054337,clicks,133
638692,1659306076867,clicks,133
51713,1659306160815,clicks,133
579085,1659310172576,clicks,133
522159,1659304802001,clicks,134
711730,1659304883448,clicks,134
436443,1659304987947,clicks,134
711730,1659305012708,clicks,134
436443,1659305035084,clicks,134
1138539,1659305225969,clicks,134
711730,1659305265220,clicks,134
711730,1659326354424,clicks,134
522159,1659326355947,clicks,134
839691,1659370720168,clicks,134
989442,1659370762372,clicks,134
989442,1659370822388,clicks,134
1512080,1659370866367,clicks,134
821533,1659370884012,clicks,134
257454,1659370969805,clicks,134
1841413,1659370977523,clicks,134
173121,1659371092723,clicks,134
366695,1659371127852,clicks,134
881378,1659371139052,clicks,134
881378,1659371167541,carts,134
881378,1659371752045,clicks,134
989442,1659372680997,clicks,134
989442,1659372697680,clicks,134
989442,1659372744595,clicks,134
989442,1659380316625,clicks,134
48593,1659380364348,clicks,134
649933,1659380386844,clicks,134
760860,1659380422309,clicks,134
183748,1659380444177,clicks,134
183748,1659382637061,clicks,134
760860,1659382642691,clicks,134
649933,1659382647023,clicks,134
649933,1659382718165,clicks,134
431887,1659382793355,clicks,134
486371,1659382873624,clicks,134
431887,1659382906143,clicks,134
1039538,1659382996037,clicks,134
431887,1659383064035,clicks,134
407523,1659383100580,clicks,134
431887,1659383133574,clicks,134
1251548,1659383142449,clicks,134
1736150,1659383284889,clicks,134
131529,1659383372468,clicks,134
131529,1659383599453,carts,134
1149615,1659383634576,clicks,134
83986,1659383718654,clicks,134
1149615,1659383734637,clicks,134
1149615,1659383745081,carts,134
1487028,1659383932062,clicks,134
1487028,1659384065114,carts,134
918979,1659384367139,clicks,134
918979,1659384396974,clicks,134
1149615,1659384445502,clicks,134
1487028,1659384551028,clicks,134
1149615,1659384675730,clicks,134
1487028,1659384933201,clicks,134
1487028,1659385095526,clicks,134
486597,1659385111325,clicks,134
486597,1659385349037,carts,134
1487028,1659385382709,clicks,134
687637,1659385507154,clicks,134
687637,1659385646153,carts,134
687637,1659385653769,clicks,134
1487028,1659385757234,clicks,134
687637,1659385813904,clicks,134
1149615,1659385858911,clicks,134
1487028,1659385873264,clicks,134
1149615,1659385969129,clicks,134
131529,1659386064488,clicks,134
223062,1659386134668,clicks,134
131529,1659386141616,clicks,134
525643,1659386197505,clicks,134
131529,1659386337080,clicks,134
131529,1659386388796,clicks,134
236108,1659386488079,clicks,134
131529,1659386497763,clicks,134
236108,1659386517142,clicks,134
1487028,1659432963628,clicks,134
236108,1659447660924,clicks,134
346692,1659447759307,clicks,134
346692,1659450844243,clicks,134
383074,1659451077635,clicks,134
1180684,1659451108292,clicks,134
1673641,1659497208538,clicks,134
112162,1659497566685,clicks,134
989442,1659530270089,clicks,134
432238,1659530327770,clicks,134
451319,1659530376762,clicks,134
1388194,1659530440123,clicks,134
1494297,1659530466486,clicks,134
1494297,1659530546953,carts,134
1564410,1659530561180,clicks,134
1494297,1659530588338,clicks,134
996398,1659530650609,clicks,134
996398,1659530690388,carts,134
831165,1659530744418,clicks,134
996398,1659530761259,clicks,134
721034,1659530792699,clicks,134
1494297,1659530840047,clicks,134
996398,1659530875500,clicks,134
468258,1659530914188,clicks,134
57277,1659530987695,clicks,134
1494297,1659531037248,clicks,134
996398,1659531074584,clicks,134
1494297,1659531122215,clicks,134
1494297,1659531359395,clicks,134
1494297,1659557135881,clicks,134
1673641,1659557635075,clicks,134
112162,1659647978537,clicks,134
1131385,1659648095032,clicks,134
1084758,1659648124440,clicks,134
1301321,1659648506526,carts,134
1084758,1659648588409,carts,134
231894,1659648617866,clicks,134
231894,1659648957527,carts,134
231894,1659649058583,carts,134
231894,1659649176263,clicks,134
367644,1659649247856,clicks,134
231894,1659649263709,clicks,134
388342,1659649282409,clicks,134
231894,1659649320507,clicks,134
734178,1659649442950,clicks,134
231894,1659649557628,clicks,134
1375561,1659649682807,clicks,134
786427,1659649909810,carts,134
231894,1659649934227,clicks,134
231894,1659670582360,clicks,134
1312954,1659670628288,clicks,134
231894,1659670841473,clicks,134
489335,1659670877285,clicks,134
730212,1659670896877,clicks,134
830061,1659670948983,clicks,134
1491864,1659670975009,clicks,134
201343,1659671011962,clicks,134
745268,1659671024134,clicks,134
859146,1659671152581,carts,134
1790189,1659671281471,clicks,134
363290,1659671355728,clicks,134
373217,1659671397254,carts,134
753232,1659671406622,clicks,134
753232,1659671439343,carts,134
373217,1659671451447,clicks,134
129893,1659671473036,clicks,134
1486085,1659671520311,clicks,134
593949,1659671720839,clicks,134
1486085,1659671738815,clicks,134
365577,1659671766339,clicks,134
1486085,1659671785247,clicks,134
786427,1659671823681,clicks,134
1607114,1659671954123,clicks,134
402154,1659671979998,clicks,134
402154,1659672064884,carts,134
1383087,1659672097359,clicks,134
1383087,1659672172633,carts,134
186115,1659672194130,clicks,134
186115,1659672210305,clicks,134
402154,1659672321543,clicks,134
525957,1659672425421,clicks,134
525957,1659672473515,carts,134
1555338,1659672555334,carts,134
525957,1659672565142,clicks,134
922950,1659672604105,carts,134
753232,1659672637743,clicks,134
1383087,1659672747099,clicks,134
753232,1659672817422,clicks,134
988185,1659672851058,carts,134
373217,1659672964063,clicks,134
753232,1659673070990,clicks,134
373217,1659673121638,clicks,134
231894,1659673167980,clicks,134
388342,1659673192793,clicks,134
1486085,1659673226207,clicks,134
231894,1659673346970,clicks,134
231894,1659673374153,carts,134
922950,1659673618615,clicks,134
753232,1659673789096,clicks,134
770988,1659673836405,clicks,134
753232,1659673841275,clicks,134
1204155,1659673899538,clicks,134
1204155,1659679980867,clicks,134
861401,1659692932216,clicks,134
429240,1659692962692,clicks,134
440836,1659693001502,clicks,134
429240,1659693076060,clicks,134
1825990,1659693108981,clicks,134
1825990,1659693335007,carts,134
8549,1659693358872,clicks,134
1772403,1659693371971,clicks,134
8549,1659693380669,clicks,134
1825990,1659693402761,clicks,134
8549,1659693412750,clicks,134
1811385,1659693482651,clicks,134
187152,1659693575093,clicks,134
187152,1659705002866,clicks,134
1811385,1659705024742,clicks,134
463670,1659705049789,clicks,134
496087,1659705199546,clicks,134
269945,1659705224087,clicks,134
1434982,1659705243215,clicks,134
1434982,1659705588391,carts,134
128763,1659705793792,clicks,134
128763,1659705997129,clicks,134
1118685,1659706243366,carts,134
1434982,1659706276614,clicks,134
573104,1659706324644,clicks,134
680185,1659706378891,carts,134
1825990,1659706433789,clicks,134
680185,1659706480809,clicks,134
1118685,1659706648040,clicks,134
1118685,1659706977204,clicks,134
680185,1659707010948,clicks,134
1434982,1659707193055,clicks,134
1434982,1659707417925,clicks,134
1434982,1659707477511,clicks,134
1434982,1659707493141,clicks,134
1434982,1659707527185,clicks,134
1434982,1659707563530,clicks,134
1434982,1659726087361,clicks,134
988185,1659726157207,clicks,134
1383087,1659726192950,clicks,134
1383087,1659726204973,clicks,134
988185,1659726236235,clicks,134
402154,1659726260975,clicks,134
753232,1659726299855,clicks,134
753232,1659726321356,clicks,134
231894,1659726335141,clicks,134
231894,1659726360414,clicks,134
753232,1659726454921,clicks,134
988185,1659726860637,clicks,134
1383087,1659726901039,clicks,134
231894,1659727084433,clicks,134
1421879,1660210300919,clicks,134
1421879,1660210472561,clicks,134
1421879,1660210472796,clicks,134
1421879,1660210669529,clicks,134
1421879,1660210669758,clicks,134
409345,1660368444510,clicks,134
1365003,1660368579253,clicks,134
1786420,1660368615625,clicks,134
1786420,1660368752562,carts,134
1708321,1660368820656,clicks,134
1786420,1660368830047,clicks,134
1708321,1660368878998,clicks,134
1786420,1660368880876,clicks,134
1421879,1660594119415,clicks,134
1421879,1660598461675,clicks,134
1421879,1660767955094,clicks,134
1421879,1660807730481,clicks,134
1421879,1660808113878,clicks,134
1297115,1660808230353,clicks,134
1693576,1660808298498,clicks,134
1421879,1660808405835,clicks,134
849004,1660808460055,clicks,134
231894,1661188105828,clicks,134
1434982,1661490298516,clicks,134
521404,1661490346113,clicks,134
1118685,1661490417130,clicks,134
814571,1661490552641,clicks,134
413508,1661490614583,clicks,134
944474,1661490697136,clicks,134
1324020,1661490838601,carts,134
379278,1661490928269,clicks,134
1346072,1661490981500,clicks,134
1346072,1661491259355,clicks,134
1138236,1661491309372,clicks,134
118673,1661491382937,clicks,134
1648004,1661491442999,carts,134
463670,1661491462114,clicks,134
1524024,1661491641297,carts,134
1138236,1661491727215,clicks,134
1524024,1661491882770,clicks,134
1648004,1661492018594,clicks,134
1524024,1661493534233,clicks,134
1145971,1659304802023,clicks,135
36711,1659304830617,clicks,135
1811887,1659304878348,clicks,135
1453999,1659367106606,clicks,135
1453999,1659367393908,clicks,135
1453999,1659558594198,clicks,135
1348618,1660212940983,clicks,135
1608467,1660213208368,clicks,135
1521132,1660213485343,clicks,135
1498443,1660285378090,clicks,135
1498443,1660290493184,clicks,135
1498443,1660290705251,carts,135
1498443,1660290800612,orders,135
1746471,1660292241977,clicks,135
1498443,1660292356965,clicks,135
1498443,1660292424093,clicks,135
1615582,1660304081673,clicks,135
1501659,1660304260487,clicks,135
60383,1660304334492,clicks,135
1501659,1660304524152,clicks,135
456155,1660304804507,clicks,135
1501659,1660304842229,clicks,135
1778018,1660304881692,clicks,135
1097507,1660305078193,clicks,135
604840,1660305174080,clicks,135
1633122,1660305241734,clicks,135
1498443,1660313493024,clicks,135
1498443,1660313963925,clicks,135
50888,1660314126359,clicks,135
1722427,1660314137572,clicks,135
994914,1660314230066,clicks,135
837778,1660314372334,clicks,135
1498443,1660331660113,clicks,135
1498443,1660401034858,clicks,135
1498443,1660512692535,clicks,135
1498443,1660657777592,clicks,135
962976,1660660277204,clicks,135
1363224,1660660308018,clicks,135
1589594,1660660338695,clicks,135
370872,1659304802043,clicks,136
979140,1659304868091,clicks,136
1165280,1659304885181,clicks,136
1387,1659304897258,clicks,136
87442,1659601758584,clicks,136
87442,1659944124093,clicks,136
1473180,1660387060946,clicks,136
1473180,1660387641268,clicks,136
87442,1660654120963,clicks,136
1347221,1660668178417,clicks,136
1003267,1660668449185,clicks,136
1712475,1660668483420,clicks,136
1538757,1660944179585,clicks,136
792934,1661156949902,clicks,136
1078347,1661157028373,clicks,136
965561,1661157412731,clicks,136
87442,1661676622451,clicks,136
87442,1661676627454,carts,136
87442,1661676649081,clicks,136
1255243,1659304802047,carts,137
1255243,1659304844922,carts,137
1239952,1659304875721,clicks,137
1255243,1659372215980,clicks,137
96031,1659372270348,clicks,137
1047057,1659372304200,clicks,137
789794,1659372343783,clicks,137
789794,1659372440720,clicks,137
1555977,1659372450286,clicks,137
728567,1659372470347,clicks,137
268934,1659372489805,clicks,137
1708528,1659372603133,clicks,137
1555977,1659372645290,clicks,137
1473684,1659372694121,clicks,137
1473684,1659374179201,carts,137
1473684,1659374187855,clicks,137
1473684,1659374195551,clicks,137
96031,1659374200578,clicks,137
1125541,1659374234580,clicks,137
1136835,1659374256453,clicks,137
1047057,1659374286218,clicks,137
1047057,1659374350074,carts,137
1047057,1659374372759,clicks,137
1473684,1659374384620,clicks,137
1255243,1659374472086,clicks,137
1255243,1659374570500,carts,137
1047057,1659374863260,orders,137
1255243,1659374863260,orders,137
796336,1659374943775,clicks,137
1255243,1659460027607,clicks,137
1255243,1659460241329,clicks,137
1855339,1659892845349,clicks,137
100193,1659892878272,clicks,137
100193,1659892929642,carts,137
1855339,1659892935361,clicks,137
100193,1659892993324,clicks,137
966703,1659893008618,clicks,137
1238226,1659893022362,clicks,137
817441,1659893064081,clicks,137
1100154,1659893224267,clicks,137
1100154,1659893244173,clicks,137
1100154,1659893261219,clicks,137
760872,1659893289140,clicks,137
577064,1659893339107,clicks,137
363419,1659893413756,clicks,137
609330,1659893464795,clicks,137
791946,1659893516919,clicks,137
609330,1659893526400,clicks,137
128636,1659893610111,clicks,137
237,1659893684806,clicks,137
237,1659893703671,carts,137
1454012,1659893711512,clicks,137
1454012,1659893751188,clicks,137
1100154,1659893795638,clicks,137
1100154,1659893854215,clicks,137
1100154,1659893879067,carts,137
1470911,1659893972100,clicks,137
1470911,1659893982273,carts,137
490534,1659893988198,clicks,137
490534,1659893996930,carts,137
10649,1659894004206,clicks,137
10649,1659894008743,carts,137
792570,1659894015422,clicks,137
792570,1659894025873,carts,137
740645,1659894035393,clicks,137
740645,1659894044613,carts,137
432527,1659894061974,clicks,137
432527,1659894066845,carts,137
1795988,1659894074385,clicks,137
294761,1659894085434,clicks,137
294761,1659894096168,carts,137
992288,1659894157117,clicks,137
992288,1659894160859,carts,137
1030633,1659894251111,clicks,137
1030633,1659894257534,carts,137
618905,1659894263838,clicks,137
319857,1659894296991,clicks,137
481890,1659894344537,clicks,137
327480,1659894388679,clicks,137
1430154,1659895105345,clicks,137
228415,1659895123348,clicks,137
816671,1659895172493,clicks,137
728257,1659901725180,clicks,137
520388,1659985587579,clicks,137
631728,1659985655418,clicks,137
1820912,1659985766099,clicks,137
1198429,1660027803062,clicks,137
1502230,1660027844607,clicks,137
123362,1660027863282,clicks,137
340594,1660027878763,clicks,137
655188,1660027902173,clicks,137
1295634,1660027926503,clicks,137
515459,1660027954761,clicks,137
1295634,1660027963705,clicks,137
1295634,1660027981839,clicks,137
540369,1660028164529,clicks,137
2823,1660028176451,clicks,137
1198429,1660028230539,clicks,137
1295634,1660028281673,clicks,137
1096292,1660028501579,clicks,137
594787,1660028539153,clicks,137
474903,1660028571106,clicks,137
474903,1660028610653,clicks,137
474903,1660028615264,carts,137
924072,1660028636883,clicks,137
237,1660028701111,clicks,137
1454012,1660028712857,clicks,137
992288,1660028856338,clicks,137
992288,1660028866938,clicks,137
432527,1660028896007,clicks,137
432527,1660028914329,clicks,137
896635,1660028953851,clicks,137
294761,1660029263024,orders,137
740645,1660029263024,orders,137
100193,1660029263024,orders,137
432527,1660029263024,orders,137
1470911,1660029263024,orders,137
490534,1660029263024,orders,137
474903,1660029263024,orders,137
1030633,1660029263024,orders,137
992288,1660029263024,orders,137
792570,1660029263024,orders,137
1529807,1660037577088,clicks,137
1659415,1660037807518,clicks,137
1851708,1660040448940,clicks,137
1844498,1660135191558,clicks,137
474903,1660144487183,clicks,137
1096292,1660151635432,clicks,137
594787,1660151656868,clicks,137
1639742,1660151665661,clicks,137
1639742,1660151672199,clicks,137
614252,1660248435554,clicks,137
1047021,1660301470774,clicks,137
421491,1660301490958,clicks,137
501585,1660301501268,clicks,137
421491,1660301534377,clicks,137
501585,1660413165664,clicks,137
1620533,1660413209104,clicks,137
1449818,1660413230154,clicks,137
1449818,1660413250204,clicks,137
1006198,1660574896245,clicks,137
545290,1660574949443,clicks,137
1359826,1660574970005,clicks,137
1578900,1660575006400,clicks,137
1006198,1660576014211,clicks,137
1006198,1660576079027,clicks,137
434483,1660576140827,clicks,137
380914,1660576186278,clicks,137
370212,1660576495206,clicks,137
1447408,1660576558178,clicks,137
26525,1661104828154,clicks,137
177210,1661104926180,clicks,137
1124131,1661593399191,clicks,137
1124131,1661593423612,carts,137
197195,1661593550750,clicks,137
369910,1661593673210,clicks,137
369910,1661593826982,clicks,137
440906,1661593874496,clicks,137
1124131,1661594270010,clicks,137
369910,1661594391278,clicks,137
153480,1661594426437,clicks,137
1600810,1661594467286,clicks,137
320000,1661594521183,clicks,137
1124131,1661594777872,clicks,137
369910,1661594825233,clicks,137
369910,1661594858731,carts,137
619578,1661594871501,clicks,137
153480,1661594912652,clicks,137
113961,1661594968875,clicks,137
1749365,1661595004597,clicks,137
312566,1661595079285,clicks,137
199308,1661595184905,clicks,137
369910,1661595199385,clicks,137
369910,1661595219474,carts,137
640801,1661595246743,clicks,137
197195,1661595393328,clicks,137
369910,1661595672330,clicks,137
369910,1661595708365,clicks,137
369910,1661595770529,orders,137
369910,1661596207629,clicks,137
319859,1661596394259,clicks,137
319859,1661596399356,carts,137
319859,1661596418195,clicks,137
933022,1661596477071,clicks,137
933022,1661596503798,carts,137
933022,1661596521330,clicks,137
571184,1661596532193,clicks,137
933022,1661596545991,clicks,137
17959,1661596560873,clicks,137
933022,1661596564705,clicks,137
76504,1661596567768,clicks,137
933022,1661596574495,clicks,137
637397,1661596580085,clicks,137
933022,1661596584745,clicks,137
571184,1661596588292,clicks,137
933022,1661596589823,clicks,137
29187,1661680181637,clicks,137
842321,1661680365201,clicks,137
842321,1661680437679,carts,137
90564,1661680473815,clicks,137
1470101,1661680581123,clicks,137
188653,1661680597469,clicks,137
442293,1661680716666,clicks,137
584469,1661680799294,clicks,137
236597,1661680896449,clicks,137
766735,1661680936359,clicks,137
993086,1661680973095,clicks,137
993086,1661681017480,clicks,137
240626,1661681078331,clicks,137
1836610,1661681226642,clicks,137
1758448,1661681283312,clicks,137
760277,1661681304748,clicks,137
2027,1661681468643,clicks,137
310328,1661681540605,clicks,137
543727,1661681635825,clicks,137
880005,1661681682538,clicks,137
880005,1661681726211,carts,137
1265897,1661681831593,clicks,137
768611,1661682097959,clicks,137
880005,1661682167063,clicks,137
880005,1661682179782,clicks,137
842321,1661682240210,clicks,137
880005,1661682345096,clicks,137
842321,1661682414484,clicks,137
880005,1661682418102,clicks,137
441327,1661682524987,clicks,137
209686,1661682541439,clicks,137
1419474,1661682629028,clicks,137
674068,1661682636968,clicks,137
1729374,1661682670404,clicks,137
442258,1661682677773,clicks,137
880005,1661683038101,clicks,137
880005,1661683055010,clicks,137
842321,1661683064843,clicks,137
880005,1661701060214,clicks,137
880005,1661701163391,clicks,137
76358,1661701202418,clicks,137
103444,1661701266622,clicks,137
567567,1661701301890,clicks,137
567567,1661701411604,carts,137
1173515,1661701421349,clicks,137
709210,1661701536470,clicks,137
1062581,1661701573940,clicks,137
9891,1661701667019,clicks,137
1814899,1661701717803,clicks,137
1349751,1661701763837,clicks,137
674068,1661706641692,clicks,137
1672348,1661706805048,clicks,137
910034,1661706917184,clicks,137
558283,1661706960801,clicks,137
1110745,1661706981342,clicks,137
1351646,1661707030754,clicks,137
483288,1661707042960,clicks,137
499919,1661707057139,clicks,137
718149,1661707141127,clicks,137
369910,1661716190510,clicks,137
1369302,1661717007889,clicks,137
1369302,1661717019723,carts,137
1369302,1661717093865,clicks,137
1369302,1661717289913,orders,137
1369302,1661717304898,clicks,137
1605770,1661717382973,clicks,137
1369302,1661717451460,clicks,137
1369302,1661717462084,carts,137
1369302,1661717550001,orders,137
602678,1659304802049,clicks,138
1478566,1659304866163,clicks,138
900294,1659304802098,clicks,139
207673,1659907473061,clicks,139
668903,1659907541023,clicks,139
1014664,1660251975365,clicks,139
179617,1660252006752,clicks,139
1024163,1661199078013,clicks,139
1218799,1661451352324,clicks,139
1218799,1661456558179,clicks,139
1030706,1659304802104,clicks,140
1795491,1659375084785,clicks,140
620141,1659375162598,clicks,140
1613624,1659375195532,clicks,140
145078,1659375220482,clicks,140
681478,1659375251625,carts,140
681478,1659375257382,carts,140
145078,1659375284715,carts,140
145078,1659375289003,carts,140
118627,1659375360022,clicks,140
624786,1659375378038,clicks,140
1080521,1659375496519,clicks,140
1815739,1659375524417,clicks,140
624786,1659375559750,clicks,140
407424,1659375574293,clicks,140
1142055,1659375604389,clicks,140
1680323,1659375640104,clicks,140
247674,1659375676107,clicks,140
329873,1659375724319,clicks,140
329873,1659375742499,carts,140
329873,1659375747494,carts,140
681478,1659375787596,clicks,140
681478,1659375794926,carts,140
145078,1659375831566,orders,140
145078,1659375831566,orders,140
329873,1659375831566,orders,140
681478,1659375831566,orders,140
329873,1659375831566,orders,140
681478,1659375831566,orders,140
1783387,1659375877375,clicks,140
943735,1659377706673,clicks,140
1433251,1659377725559,clicks,140
1783387,1659420574196,clicks,140
1783387,1659433830918,clicks,140
1783387,1659433842523,carts,140
1254645,1659433890421,clicks,140
1254645,1659433897331,carts,140
688858,1659433901895,clicks,140
1254645,1659433912436,clicks,140
1254645,1659433914947,carts,140
27425,1659433922064,clicks,140
27425,1659433928961,carts,140
27425,1659433933136,carts,140
1394029,1659433940707,clicks,140
27425,1659433956224,clicks,140
1768746,1659433982218,clicks,140
1768746,1659433987599,carts,140
1768746,1659433992230,carts,140
1768746,1659434983353,carts,140
55220,1659435010699,clicks,140
55220,1659435014148,carts,140
55220,1659435020933,carts,140
55220,1659435089716,orders,140
1254645,1659435089716,orders,140
27425,1659435089716,orders,140
55220,1659435089716,orders,140
1768746,1659435089716,orders,140
1783387,1659435089716,orders,140
27425,1659435089716,orders,140
1768746,1659435089716,orders,140
1254645,1659435089716,orders,140
705889,1659475066780,clicks,140
939737,1659557119398,clicks,140
139541,1659557161997,clicks,140
430497,1659557201902,clicks,140
930328,1659557280239,clicks,140
1011041,1659685917134,clicks,140
705889,1659813092933,clicks,140
130719,1659881958047,clicks,140
1144895,1659881967606,clicks,140
130719,1659882010336,clicks,140
130719,1659882015885,clicks,140
139734,1659885813334,clicks,140
794893,1659886389496,clicks,140
1600507,1659886670827,clicks,140
943735,1659886704523,clicks,140
1433251,1659886822910,clicks,140
1110112,1659886843483,clicks,140
1721177,1659886873308,clicks,140
943735,1659886946682,clicks,140
386085,1659887014782,clicks,140
139734,1659887033223,clicks,140
943735,1659887064036,clicks,140
943735,1659887075530,carts,140
1854493,1659887096037,clicks,140
1554991,1659887115597,carts,140
1218777,1659887118784,clicks,140
1020462,1659887144384,carts,140
955497,1659887157577,clicks,140
1020462,1659887176509,clicks,140
1554991,1659887186967,clicks,140
943735,1659887198190,clicks,140
471339,1659887223916,clicks,140
1280048,1659887287160,clicks,140
1554215,1659887330949,clicks,140
471339,1659887371597,clicks,140
471339,1659887379622,carts,140
502434,1659887410837,carts,140
638649,1659887442587,clicks,140
1045800,1659887463256,clicks,140
471339,1659887521672,orders,140
943735,1659887521672,orders,140
502434,1659887521672,orders,140
1554991,1659887521672,orders,140
1020462,1659887521672,orders,140
1212725,1660389983129,clicks,140
833709,1660394278088,clicks,140
1305442,1660394293515,clicks,140
1305442,1660394313984,clicks,140
109635,1660394326011,clicks,140
1631036,1660394347873,clicks,140
501445,1660394356780,clicks,140
1132355,1660394370556,clicks,140
1212725,1660677295169,clicks,140
71340,1660759153265,clicks,140
1773157,1660759161204,clicks,140
1835231,1659304802105,clicks,141
460043,1659304882206,clicks,141
826913,1659304802118,clicks,142
778616,1659304839576,clicks,142
259943,1659304880630,clicks,142
773469,1659304938435,clicks,142
206132,1660465813838,clicks,142
1002768,1661116123947,clicks,142
1122785,1659304802123,clicks,143
300822,1659304813561,clicks,143
1396880,1659304836291,clicks,143
730694,1659304869212,clicks,143
1440439,1659304904687,clicks,143
1161770,1659304955892,clicks,143
1370410,1659305130736,clicks,143
901842,1659305182807,clicks,143
1774995,1659306295641,clicks,143
226042,1659306325773,clicks,143
1089,1659306350107,clicks,143
1283527,1659306393228,clicks,143
650580,1659306451170,clicks,143
1583607,1659306478580,clicks,143
315683,1659306509548,clicks,143
1689186,1659306553438,clicks,143
1749528,1659306583975,clicks,143
443654,1659306679018,clicks,143
963088,1659306832688,clicks,143
866615,1659306939524,clicks,143
1774995,1659307018520,clicks,143
868483,1659307037270,clicks,143
1063053,1659307113593,clicks,143
868483,1659307166879,clicks,143
406541,1659307185546,clicks,143
1370327,1659307466865,clicks,143
1656172,1659307520629,clicks,143
1197448,1659307557121,clicks,143
1143926,1659307578705,clicks,143
1494625,1659307643576,clicks,143
1494625,1659307675360,clicks,143
1118323,1659307722414,clicks,143
1121676,1659307834156,clicks,143
1182693,1659307865486,clicks,143
1555222,1659307915075,clicks,143
461834,1659307934227,clicks,143
64162,1659308057649,clicks,143
406541,1659308115343,clicks,143
64162,1659308126533,clicks,143
308652,1659308149201,clicks,143
1272487,1659308210976,clicks,143
1352811,1659308276864,clicks,143
540329,1659308337221,clicks,143
1509688,1659308364474,clicks,143
609610,1659308434048,clicks,143
1223364,1659308462096,clicks,143
835337,1659308641811,clicks,143
847550,1659308773714,clicks,143
284054,1659308814896,clicks,143
1652840,1659319828433,clicks,143
1774995,1659319862311,clicks,143
641790,1659320363188,clicks,143
612920,1659320392167,clicks,143
39615,1659320428396,clicks,143
1433443,1659320464493,clicks,143
1089,1659320526016,clicks,143
1673641,1659320561893,clicks,143
4595,1659320602763,clicks,143
1657142,1659320653391,clicks,143
43619,1659320695217,clicks,143
65558,1659320773500,carts,143
1433443,1659320891211,clicks,143
1091829,1659320936037,clicks,143
1272487,1659321023039,clicks,143
1652840,1659321050964,clicks,143
1272487,1659321078562,clicks,143
1788569,1659321101913,clicks,143
1122785,1659321110620,clicks,143
1652840,1659321118319,clicks,143
526930,1659321225247,clicks,143
620420,1659321303061,clicks,143
1551149,1659321330611,clicks,143
1628912,1659321378567,clicks,143
745897,1659321440915,clicks,143
1615427,1659321477136,clicks,143
1642897,1659321541491,clicks,143
1758145,1659321608657,clicks,143
1385638,1659321645995,clicks,143
378281,1659321662906,clicks,143
1244508,1659321696313,clicks,143
191780,1659321759256,clicks,143
594636,1659321782445,clicks,143
1464141,1659321804704,clicks,143
67262,1659321837022,clicks,143
1223364,1659321903228,clicks,143
67262,1659321928148,clicks,143
787091,1659322027450,clicks,143
1154284,1659322052468,clicks,143
636042,1659322070791,clicks,143
956775,1659322150447,clicks,143
462699,1659322193444,clicks,143
65558,1659322292711,clicks,143
1126796,1659322316087,clicks,143
1223364,1659322485217,clicks,143
463000,1659322502747,clicks,143
1223364,1659322520812,clicks,143
1246817,1659356736142,clicks,143
1409296,1659356751437,clicks,143
1223364,1659356810627,clicks,143
1652840,1659356909274,clicks,143
1551149,1659356943329,clicks,143
1321425,1659420755241,clicks,143
1071013,1659444704406,clicks,143
1071013,1659486214897,clicks,143
930304,1659486231942,clicks,143
902488,1659486289127,clicks,143
1642897,1659486309014,clicks,143
1154284,1659486561055,clicks,143
1396880,1659486650095,clicks,143
1246817,1659486669437,clicks,143
331722,1659486686545,clicks,143
1774995,1659486723826,clicks,143
1774995,1659486754346,clicks,143
1409296,1659486797233,clicks,143
1758145,1659486817975,clicks,143
678292,1659486855968,clicks,143
1040439,1659486875236,clicks,143
498816,1659486989282,clicks,143
709260,1659487008914,clicks,143
361693,1659487031577,clicks,143
1575947,1659487049178,clicks,143
1091829,1659487079760,clicks,143
1063053,1659487155325,clicks,143
1645001,1659487182412,clicks,143
416312,1659487204348,clicks,143
1772288,1659487252964,clicks,143
625340,1659487283806,clicks,143
190504,1659487335228,clicks,143
190504,1659487379761,clicks,143
1223364,1659513686922,clicks,143
678292,1659513768594,clicks,143
492410,1659513827720,clicks,143
1223671,1659513854834,clicks,143
1506321,1659513913334,clicks,143
742144,1659513930137,clicks,143
1369084,1659513978708,clicks,143
836572,1659513988883,clicks,143
678292,1659514095135,clicks,143
492410,1659514104971,clicks,143
1844040,1659514116432,clicks,143
65941,1659514137840,clicks,143
67262,1659514180382,clicks,143
1175025,1659514219217,clicks,143
290429,1659514236625,clicks,143
1429700,1659514256780,clicks,143
1592567,1659514320731,clicks,143
1587321,1659514331565,clicks,143
218680,1659514363647,clicks,143
1464141,1659514433803,clicks,143
462699,1659514515439,clicks,143
1388221,1659514593490,clicks,143
1126796,1659514770727,clicks,143
253641,1659514887558,clicks,143
369503,1659522459103,clicks,143
949872,1659522492511,clicks,143
784978,1659522506077,clicks,143
784978,1659522524260,clicks,143
784978,1659522577115,clicks,143
1338383,1659522632856,clicks,143
1518971,1659522651697,clicks,143
1739592,1659522823112,clicks,143
